iid,id,gender,idg,condtn,wave,round,position,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field_cd,imprelig,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met
227,14,1,28,2,9,20,16,13,13,206,0,0.21,0,31,1,14.58,16.67,20.83,18.75,16.67,12.5,1,8,8,8,8,8,7,7,7,2,26,8,7,7,7,7,7,10,9,7,2,6,5,10,8,8,9,5,7,5,1,5,20,16,18,16,16,14,15.69,15.69,17.65,15.69,17.65,17.65,7,10,8,10,10,0,4,5,6,4,5,3,3,3,2
227,14,1,28,2,9,20,4,1,14,207,1,0.24,1,23,2,17.31,13.46,17.31,19.23,19.23,13.46,1,8,10,7,9,7,8,8,9,2,26,8,7,7,7,7,7,10,9,7,2,6,5,10,8,8,9,5,7,5,1,5,20,16,18,16,16,14,15.69,15.69,17.65,15.69,17.65,17.65,7,10,8,10,10,1,8,8,7,9,8,8,9,7,2
227,14,1,28,2,9,20,15,12,15,208,1,-0.15,0,25,1,11.54,13.46,19.23,19.23,19.23,17.31,1,8,9,9,9,9,9,9,9,2,26,8,7,7,7,7,7,10,9,7,2,6,5,10,8,8,9,5,7,5,1,5,20,16,18,16,16,14,15.69,15.69,17.65,15.69,17.65,17.65,7,10,8,10,10,1,8,8,8,8,8,7,8,6,2
227,14,1,28,2,9,20,1,18,17,210,0,0.25,1,29,2,20,15.56,20,15.56,11.11,17.78,0,6,6,5,9,5,5,5,5,2,26,8,7,7,7,7,7,10,9,7,2,6,5,10,8,8,9,5,7,5,1,5,20,16,18,16,16,14,15.69,15.69,17.65,15.69,17.65,17.65,7,10,8,10,10,0,5,8,7,7,7,6,5,4,2
227,14,1,28,2,9,20,7,4,18,211,0,0.56,1,28,2,16.36,16.36,18.18,18.18,16.36,14.55,1,7,6,8,8,10,2,8,7,2,26,8,7,7,7,7,7,10,9,7,2,6,5,10,8,8,9,5,7,5,1,5,20,16,18,16,16,14,15.69,15.69,17.65,15.69,17.65,17.65,7,10,8,10,10,0,6,6,6,5,5,5,5,4,2
227,14,1,28,2,9,20,10,7,19,212,0,0.12,0,27,3,14.29,18.37,18.37,16.33,18.37,14.29,1,8,7,8,7,8,6,7,6,2,26,8,7,7,7,7,7,10,9,7,2,6,5,10,8,8,9,5,7,5,1,5,20,16,18,16,16,14,15.69,15.69,17.65,15.69,17.65,17.65,7,10,8,10,10,0,6,8,8,6,6,6,6,6,2
227,14,1,28,2,9,20,8,5,20,213,1,0.51,0,25,3,15.52,17.24,17.24,17.24,17.24,15.52,1,8,8,10,9,10,8,8,7,2,26,8,7,7,7,7,7,10,9,7,2,6,5,10,8,8,9,5,7,5,1,5,20,16,18,16,16,14,15.69,15.69,17.65,15.69,17.65,17.65,7,10,8,10,10,1,6,8,8,7,7,7,6,6,2
229,16,1,32,2,9,20,2,17,1,194,0,0.33,1,24,2,16,16,20,16,18,14,1,8,9,8,6,7,7,7,6,2,28,10,1,7,8,5,7,7,1,1,5,3,3,8,5,1,5,2,6,1,1,3,21.43,16.67,21.43,16.67,11.9,11.9,15.22,19.57,15.22,17.39,21.74,10.87,8,7,5,10,10,0,1,5,5,3,5,3,5,3,2
229,16,1,32,2,9,20,6,1,2,195,1,0.49,1,27,2,15.38,19.23,19.23,19.23,13.46,13.46,1,8,8,9,9,8,6,7,9,2,28,10,1,7,8,5,7,7,1,1,5,3,3,8,5,1,5,2,6,1,1,3,21.43,16.67,21.43,16.67,11.9,11.9,15.22,19.57,15.22,17.39,21.74,10.87,8,7,5,10,10,1,8,9,7,9,5,5,7,7,2
229,16,1,32,2,9,20,3,18,4,197,0,0.04,0,24,6,14,18,20,18,16,14,0,7,7,7,7,7,4,4,5,2,28,10,1,7,8,5,7,7,1,1,5,3,3,8,5,1,5,2,6,1,1,3,21.43,16.67,21.43,16.67,11.9,11.9,15.22,19.57,15.22,17.39,21.74,10.87,8,7,5,10,10,0,4,8,8,5,4,3,3,3,2
229,16,1,32,2,9,20,14,9,5,198,0,-0.43,0,23,4,15.38,19.23,17.31,19.23,9.62,19.23,0,6,6,8,6,6,5,6,4,2,28,10,1,7,8,5,7,7,1,1,5,3,3,8,5,1,5,2,6,1,1,3,21.43,16.67,21.43,16.67,11.9,11.9,15.22,19.57,15.22,17.39,21.74,10.87,8,7,5,10,10,0,3,4,5,2,2,2,3,4,2
229,16,1,32,2,9,20,19,14,6,199,0,0.13,1,30,2,17.5,17.5,20,12.5,20,12.5,0,2,2,10,6,10,2,3,3,2,28,10,1,7,8,5,7,7,1,1,5,3,3,8,5,1,5,2,6,1,1,3,21.43,16.67,21.43,16.67,11.9,11.9,15.22,19.57,15.22,17.39,21.74,10.87,8,7,5,10,10,0,5,3,6,4,4,4,4,4,2
229,16,1,32,2,9,20,12,7,9,202,0,0.46,1,22,2,15.38,19.23,19.23,19.23,15.38,11.54,1,9,9,9,8,9,4,8,6,2,28,10,1,7,8,5,7,7,1,1,5,3,3,8,5,1,5,2,6,1,1,3,21.43,16.67,21.43,16.67,11.9,11.9,15.22,19.57,15.22,17.39,21.74,10.87,8,7,5,10,10,0,2,8,9,4,3,2,4,5,2
229,16,1,32,2,9,20,11,6,10,203,0,0.18,1,22,2,16,20,18,20,18,8,0,8,3,9,8,9,7,8,9,2,28,10,1,7,8,5,7,7,1,1,5,3,3,8,5,1,5,2,6,1,1,3,21.43,16.67,21.43,16.67,11.9,11.9,15.22,19.57,15.22,17.39,21.74,10.87,8,7,5,10,10,0,6,6,9,3,1,2,4,5,2
229,16,1,32,2,9,20,17,12,11,204,0,0.09,1,26,2,19.61,15.69,17.65,15.69,17.65,13.73,0,8,7,8,9,8,7,8,7,2,28,10,1,7,8,5,7,7,1,1,5,3,3,8,5,1,5,2,6,1,1,3,21.43,16.67,21.43,16.67,11.9,11.9,15.22,19.57,15.22,17.39,21.74,10.87,8,7,5,10,10,0,3,5,8,5,8,6,3,4,2
229,16,1,32,2,9,20,13,8,12,205,0,0.55,1,23,2,15.38,17.31,19.23,19.23,11.54,17.31,0,10,8,6,5,9,5,5,2,2,28,10,1,7,8,5,7,7,1,1,5,3,3,8,5,1,5,2,6,1,1,3,21.43,16.67,21.43,16.67,11.9,11.9,15.22,19.57,15.22,17.39,21.74,10.87,8,7,5,10,10,0,3,5,4,2,3,3,4,3,2
229,16,1,32,2,9,20,16,11,13,206,0,0.08,0,31,1,14.58,16.67,20.83,18.75,16.67,12.5,1,8,8,8,8,8,8,8,8,2,28,10,1,7,8,5,7,7,1,1,5,3,3,8,5,1,5,2,6,1,1,3,21.43,16.67,21.43,16.67,11.9,11.9,15.22,19.57,15.22,17.39,21.74,10.87,8,7,5,10,10,0,3,9,8,7,5,4,6,6,2
229,16,1,32,2,9,20,4,19,14,207,0,0.17,1,23,2,17.31,13.46,17.31,19.23,19.23,13.46,0,7,9,9,9,9,9,8,9,2,28,10,1,7,8,5,7,7,1,1,5,3,3,8,5,1,5,2,6,1,1,3,21.43,16.67,21.43,16.67,11.9,11.9,15.22,19.57,15.22,17.39,21.74,10.87,8,7,5,10,10,1,8,5,5,8,3,6,6,3,2
229,16,1,32,2,9,20,15,10,15,208,1,-0.11,0,25,1,11.54,13.46,19.23,19.23,19.23,17.31,1,8,8,8,8,8,8,8,5,2,28,10,1,7,8,5,7,7,1,1,5,3,3,8,5,1,5,2,6,1,1,3,21.43,16.67,21.43,16.67,11.9,11.9,15.22,19.57,15.22,17.39,21.74,10.87,8,7,5,10,10,1,6,8,7,5,6,3,7,5,2
229,16,1,32,2,9,20,7,2,18,211,0,0.01,1,28,2,16.36,16.36,18.18,18.18,16.36,14.55,0,7,8,9,7,10,4,7,6,2,28,10,1,7,8,5,7,7,1,1,5,3,3,8,5,1,5,2,6,1,1,3,21.43,16.67,21.43,16.67,11.9,11.9,15.22,19.57,15.22,17.39,21.74,10.87,8,7,5,10,10,0,6,5,5,5,5,5,3,3,2
229,16,1,32,2,9,20,10,5,19,212,0,0.04,0,27,3,14.29,18.37,18.37,16.33,18.37,14.29,1,7,7,9,8,9,7,8,7,2,28,10,1,7,8,5,7,7,1,1,5,3,3,8,5,1,5,2,6,1,1,3,21.43,16.67,21.43,16.67,11.9,11.9,15.22,19.57,15.22,17.39,21.74,10.87,8,7,5,10,10,0,4,8,7,4,4,3,5,4,2
229,16,1,32,2,9,20,8,3,20,213,0,0.05,0,25,3,15.52,17.24,17.24,17.24,17.24,15.52,0,8,9,10,8,10,7,7,7,2,28,10,1,7,8,5,7,7,1,1,5,3,3,8,5,1,5,2,6,1,1,3,21.43,16.67,21.43,16.67,11.9,11.9,15.22,19.57,15.22,17.39,21.74,10.87,8,7,5,10,10,1,6,8,5,8,5,7,5,5,2
230,17,1,34,2,9,20,2,6,1,194,0,-0.02,1,24,2,16,16,20,16,18,14,0,6,10,9,8,8,6,5,5,2,42,13,1,7,1,1,2,1,10,10,10,1,1,10,10,10,10,5,10,10,6,5,23.81,23.81,23.81,23.81,2.38,2.38,16.67,16.67,16.67,16.67,16.67,16.67,6,6,6,6,6,0,3,5,5,2,2,2,2,1,2
230,17,1,34,2,9,20,6,10,2,195,0,-0.43,1,27,2,15.38,19.23,19.23,19.23,13.46,13.46,0,6,7,6,6,6,5,5,8,2,42,13,1,7,1,1,2,1,10,10,10,1,1,10,10,10,10,5,10,10,6,5,23.81,23.81,23.81,23.81,2.38,2.38,16.67,16.67,16.67,16.67,16.67,16.67,6,6,6,6,6,1,8,7,7,7,6,5,7,4,2
230,17,1,34,2,9,20,3,7,4,197,0,0.35,0,24,6,14,18,20,18,16,14,0,7,7,7,6,7,3,4,5,2,42,13,1,7,1,1,2,1,10,10,10,1,1,10,10,10,10,5,10,10,6,5,23.81,23.81,23.81,23.81,2.38,2.38,16.67,16.67,16.67,16.67,16.67,16.67,6,6,6,6,6,1,7,6,7,6,5,5,6,4,2
230,17,1,34,2,9,20,14,18,5,198,0,0.4,0,23,4,15.38,19.23,17.31,19.23,9.62,19.23,0,5,5,5,5,5,6,5,6,2,42,13,1,7,1,1,2,1,10,10,10,1,1,10,10,10,10,5,10,10,6,5,23.81,23.81,23.81,23.81,2.38,2.38,16.67,16.67,16.67,16.67,16.67,16.67,6,6,6,6,6,1,9,8,8,7,5,6,7,4,2
230,17,1,34,2,9,20,19,3,6,199,0,0.1,1,30,2,17.5,17.5,20,12.5,20,12.5,0,2,4,4,4,10,4,2,8,2,42,13,1,7,1,1,2,1,10,10,10,1,1,10,10,10,10,5,10,10,6,5,23.81,23.81,23.81,23.81,2.38,2.38,16.67,16.67,16.67,16.67,16.67,16.67,6,6,6,6,6,1,8,6,6,5,5,6,7,3,2
230,17,1,34,2,9,20,9,13,8,201,1,-0.83,1,25,2,15.38,17.31,17.31,17.31,17.31,15.38,1,8,8,8,9,9,8,8,8,2,42,13,1,7,1,1,2,1,10,10,10,1,1,10,10,10,10,5,10,10,6,5,23.81,23.81,23.81,23.81,2.38,2.38,16.67,16.67,16.67,16.67,16.67,16.67,6,6,6,6,6,1,9,8,9,9,5,5,7,4,2
230,17,1,34,2,9,20,12,16,9,202,0,0.04,1,22,2,15.38,19.23,19.23,19.23,15.38,11.54,0,5,9,8,8,8,5,5,6,2,42,13,1,7,1,1,2,1,10,10,10,1,1,10,10,10,10,5,10,10,6,5,23.81,23.81,23.81,23.81,2.38,2.38,16.67,16.67,16.67,16.67,16.67,16.67,6,6,6,6,6,0,7,6,7,5,5,3,3,2,2
230,17,1,34,2,9,20,11,15,10,203,0,0.36,1,22,2,16,20,18,20,18,8,0,4,6,6,7,7,3,3,5,2,42,13,1,7,1,1,2,1,10,10,10,1,1,10,10,10,10,5,10,10,6,5,23.81,23.81,23.81,23.81,2.38,2.38,16.67,16.67,16.67,16.67,16.67,16.67,6,6,6,6,6,1,7,7,8,7,5,4,7,3,2
230,17,1,34,2,9,20,17,1,11,204,0,0.01,1,26,2,19.61,15.69,17.65,15.69,17.65,13.73,0,6,8,7,7,6,6,7,9,2,42,13,1,7,1,1,2,1,10,10,10,1,1,10,10,10,10,5,10,10,6,5,23.81,23.81,23.81,23.81,2.38,2.38,16.67,16.67,16.67,16.67,16.67,16.67,6,6,6,6,6,0,5,8,8,7,7,3,3,3,2
230,17,1,34,2,9,20,13,17,12,205,0,0.08,1,23,2,15.38,17.31,19.23,19.23,11.54,17.31,0,5,5,6,2,9,3,3,4,2,42,13,1,7,1,1,2,1,10,10,10,1,1,10,10,10,10,5,10,10,6,5,23.81,23.81,23.81,23.81,2.38,2.38,16.67,16.67,16.67,16.67,16.67,16.67,6,6,6,6,6,1,6,8,8,8,5,6,7,5,2
230,17,1,34,2,9,20,16,20,13,206,1,0.09,0,31,1,14.58,16.67,20.83,18.75,16.67,12.5,1,7,7,7,7,7,7,6,5,2,42,13,1,7,1,1,2,1,10,10,10,1,1,10,10,10,10,5,10,10,6,5,23.81,23.81,23.81,23.81,2.38,2.38,16.67,16.67,16.67,16.67,16.67,16.67,6,6,6,6,6,1,6,8,9,8,7,7,6,5,2
230,17,1,34,2,9,20,4,8,14,207,0,-0.19,1,23,2,17.31,13.46,17.31,19.23,19.23,13.46,0,4,7,6,4,4,4,4,9,2,42,13,1,7,1,1,2,1,10,10,10,1,1,10,10,10,10,5,10,10,6,5,23.81,23.81,23.81,23.81,2.38,2.38,16.67,16.67,16.67,16.67,16.67,16.67,6,6,6,6,6,1,9,7,7,7,6,7,8,5,2
230,17,1,34,2,9,20,15,19,15,208,1,0.31,0,25,1,11.54,13.46,19.23,19.23,19.23,17.31,1,9,9,9,9,9,9,9,9,2,42,13,1,7,1,1,2,1,10,10,10,1,1,10,10,10,10,5,10,10,6,5,23.81,23.81,23.81,23.81,2.38,2.38,16.67,16.67,16.67,16.67,16.67,16.67,6,6,6,6,6,1,9,8,7,8,7,7,7,6,2
230,17,1,34,2,9,20,7,11,18,211,1,0.25,1,28,2,16.36,16.36,18.18,18.18,16.36,14.55,1,6,9,8,9,8,8,8,9,1,42,13,1,7,1,1,2,1,10,10,10,1,1,10,10,10,10,5,10,10,6,5,23.81,23.81,23.81,23.81,2.38,2.38,16.67,16.67,16.67,16.67,16.67,16.67,6,6,6,6,6,1,9,7,7,7,5,7,8,4,2
230,17,1,34,2,9,20,10,14,19,212,0,0.31,0,27,3,14.29,18.37,18.37,16.33,18.37,14.29,0,6,6,6,6,6,5,5,6,2,42,13,1,7,1,1,2,1,10,10,10,1,1,10,10,10,10,5,10,10,6,5,23.81,23.81,23.81,23.81,2.38,2.38,16.67,16.67,16.67,16.67,16.67,16.67,6,6,6,6,6,1,7,6,6,6,6,7,6,3,2
230,17,1,34,2,9,20,8,12,20,213,0,0.21,0,25,3,15.52,17.24,17.24,17.24,17.24,15.52,0,5,8,8,7,7,8,6,6,2,42,13,1,7,1,1,2,1,10,10,10,1,1,10,10,10,10,5,10,10,6,5,23.81,23.81,23.81,23.81,2.38,2.38,16.67,16.67,16.67,16.67,16.67,16.67,6,6,6,6,6,1,9,8,8,8,6,8,9,5,2
231,18,1,36,2,9,20,2,15,1,194,0,-0.28,0,24,2,16,16,20,16,18,14,1,8,10,9,8,8,7,7,7,2,30,13,1,9,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,5,18.6,20.93,23.26,23.26,2.33,11.63,18.18,11.36,15.91,18.18,20.45,15.91,8,8,8,9,3,0,5,4,6,5,6,4,4,5,2
231,18,1,36,2,9,20,6,19,2,195,0,0.17,0,27,2,15.38,19.23,19.23,19.23,13.46,13.46,0,6,10,9,8,10,9,9,9,2,30,13,1,9,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,5,18.6,20.93,23.26,23.26,2.33,11.63,18.18,11.36,15.91,18.18,20.45,15.91,8,8,8,9,3,1,6,8,8,8,4,6,8,6,2
231,18,1,36,2,9,20,3,16,4,197,1,0.43,0,24,6,14,18,20,18,16,14,1,10,10,10,10,10,10,10,1,1,30,13,1,9,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,5,18.6,20.93,23.26,23.26,2.33,11.63,18.18,11.36,15.91,18.18,20.45,15.91,8,8,8,9,3,1,9,5,6,6,6,9,8,10,1
231,18,1,36,2,9,20,14,7,5,198,0,0.04,0,23,4,15.38,19.23,17.31,19.23,9.62,19.23,0,5,5,5,4,4,5,5,4,2,30,13,1,9,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,5,18.6,20.93,23.26,23.26,2.33,11.63,18.18,11.36,15.91,18.18,20.45,15.91,8,8,8,9,3,0,3,6,5,1,7,5,3,5,2
231,18,1,36,2,9,20,19,12,6,199,0,0.39,0,30,2,17.5,17.5,20,12.5,20,12.5,0,3,3,3,8,8,2,3,7,2,30,13,1,9,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,5,18.6,20.93,23.26,23.26,2.33,11.63,18.18,11.36,15.91,18.18,20.45,15.91,8,8,8,9,3,1,9,4,6,6,6,7,7,5,2
231,18,1,36,2,9,20,9,2,8,201,0,-0.34,0,25,2,15.38,17.31,17.31,17.31,17.31,15.38,0,8,8,8,7,8,3,6,4,2,30,13,1,9,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,5,18.6,20.93,23.26,23.26,2.33,11.63,18.18,11.36,15.91,18.18,20.45,15.91,8,8,8,9,3,0,6,6,6,5,7,8,5,7,2
231,18,1,36,2,9,20,12,5,9,202,0,0.24,0,22,2,15.38,19.23,19.23,19.23,15.38,11.54,0,6,8,8,9,8,6,7,3,2,30,13,1,9,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,5,18.6,20.93,23.26,23.26,2.33,11.63,18.18,11.36,15.91,18.18,20.45,15.91,8,8,8,9,3,0,6,6,7,4,6,4,5,6,2
231,18,1,36,2,9,20,11,4,10,203,0,0.07,0,22,2,16,20,18,20,18,8,0,5,5,8,6,9,4,4,8,2,30,13,1,9,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,5,18.6,20.93,23.26,23.26,2.33,11.63,18.18,11.36,15.91,18.18,20.45,15.91,8,8,8,9,3,1,8,8,8,5,5,6,7,4,2
231,18,1,36,2,9,20,17,10,11,204,0,0.24,0,26,2,19.61,15.69,17.65,15.69,17.65,13.73,0,7,7,9,8,7,8,8,8,2,30,13,1,9,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,5,18.6,20.93,23.26,23.26,2.33,11.63,18.18,11.36,15.91,18.18,20.45,15.91,8,8,8,9,3,0,6,3,6,7,10,6,5,7,2
231,18,1,36,2,9,20,13,6,12,205,0,0.71,0,23,2,15.38,17.31,19.23,19.23,11.54,17.31,0,4,5,5,5,5,2,2,2,2,30,13,1,9,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,5,18.6,20.93,23.26,23.26,2.33,11.63,18.18,11.36,15.91,18.18,20.45,15.91,8,8,8,9,3,1,7,6,8,6,6,4,6,6,2
231,18,1,36,2,9,20,16,9,13,206,0,0.71,0,31,1,14.58,16.67,20.83,18.75,16.67,12.5,1,7,7,7,7,7,8,7,7,2,30,13,1,9,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,5,18.6,20.93,23.26,23.26,2.33,11.63,18.18,11.36,15.91,18.18,20.45,15.91,8,8,8,9,3,0,5,9,9,8,7,8,7,8,2
231,18,1,36,2,9,20,4,17,14,207,0,-0.31,0,23,2,17.31,13.46,17.31,19.23,19.23,13.46,0,4,5,4,6,5,4,5,9,2,30,13,1,9,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,5,18.6,20.93,23.26,23.26,2.33,11.63,18.18,11.36,15.91,18.18,20.45,15.91,8,8,8,9,3,0,7,4,5,7,8,4,5,5,2
231,18,1,36,2,9,20,7,20,18,211,0,-0.2,0,28,2,16.36,16.36,18.18,18.18,16.36,14.55,0,7,8,9,7,10,8,7,7,1,30,13,1,9,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,5,18.6,20.93,23.26,23.26,2.33,11.63,18.18,11.36,15.91,18.18,20.45,15.91,8,8,8,9,3,0,7,5,6,5,7,7,6,5,1
231,18,1,36,2,9,20,10,3,19,212,1,0.35,1,27,3,14.29,18.37,18.37,16.33,18.37,14.29,1,7,7,7,8,7,7,8,10,1,30,13,1,9,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,5,18.6,20.93,23.26,23.26,2.33,11.63,18.18,11.36,15.91,18.18,20.45,15.91,8,8,8,9,3,1,6,8,7,6,7,10,5,10,1
231,18,1,36,2,9,20,8,1,20,213,0,0.4,1,25,3,15.52,17.24,17.24,17.24,17.24,15.52,0,6,10,10,10,8,7,7,6,1,30,13,1,9,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,5,18.6,20.93,23.26,23.26,2.33,11.63,18.18,11.36,15.91,18.18,20.45,15.91,8,8,8,9,3,0,7,7,7,6,7,5,6,6,2
232,19,1,38,2,9,20,2,10,1,194,0,-0.44,1,24,2,16,16,20,16,18,14,0,5,10,9,6,7,6,5,7,2,31,13,7,9,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,4,17.78,17.78,17.78,17.78,13.33,15.56,19.15,17.02,17.02,17.02,14.89,14.89,8,8,8,8,6,0,5,5,5,4,3,5,5,2,2
232,19,1,38,2,9,20,6,14,2,195,0,0.29,1,27,2,15.38,19.23,19.23,19.23,13.46,13.46,0,5,6,7,4,6,4,5,7,2,31,13,7,9,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,4,17.78,17.78,17.78,17.78,13.33,15.56,19.15,17.02,17.02,17.02,14.89,14.89,8,8,8,8,6,1,7,8,8,8,6,7,7,6,2
232,19,1,38,2,9,20,3,11,4,197,1,0.13,0,24,6,14,18,20,18,16,14,1,10,10,10,10,10,10,10,1,1,31,13,7,9,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,4,17.78,17.78,17.78,17.78,13.33,15.56,19.15,17.02,17.02,17.02,14.89,14.89,8,8,8,8,6,1,10,10,9,10,8,8,9,7,1
232,19,1,38,2,9,20,14,2,5,198,0,0.03,0,23,4,15.38,19.23,17.31,19.23,9.62,19.23,0,4,4,4,4,4,2,2,1,2,31,13,7,9,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,4,17.78,17.78,17.78,17.78,13.33,15.56,19.15,17.02,17.02,17.02,14.89,14.89,8,8,8,8,6,0,3,6,5,4,4,2,3,1,2
232,19,1,38,2,9,20,19,7,6,199,0,0.37,1,30,2,17.5,17.5,20,12.5,20,12.5,0,2,9,7,2,7,2,2,3,2,31,13,7,9,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,4,17.78,17.78,17.78,17.78,13.33,15.56,19.15,17.02,17.02,17.02,14.89,14.89,8,8,8,8,6,1,6,5,6,6,6,6,6,5,2
232,19,1,38,2,9,20,12,20,9,202,0,0.2,1,22,2,15.38,19.23,19.23,19.23,15.38,11.54,0,7,9,9,7,9,6,7,6,2,31,13,7,9,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,4,17.78,17.78,17.78,17.78,13.33,15.56,19.15,17.02,17.02,17.02,14.89,14.89,8,8,8,8,6,1,6,7,7,7,7,6,5,4,2
232,19,1,38,2,9,20,17,5,11,204,0,0.23,1,26,2,19.61,15.69,17.65,15.69,17.65,13.73,0,6,8,8,5,6,6,6,9,2,31,13,7,9,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,4,17.78,17.78,17.78,17.78,13.33,15.56,19.15,17.02,17.02,17.02,14.89,14.89,8,8,8,8,6,1,6,7,6,7,6,6,6,6,2
232,19,1,38,2,9,20,13,1,12,205,0,0.68,1,23,2,15.38,17.31,19.23,19.23,11.54,17.31,0,6,8,6,6,8,8,6,6,2,31,13,7,9,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,4,17.78,17.78,17.78,17.78,13.33,15.56,19.15,17.02,17.02,17.02,14.89,14.89,8,8,8,8,6,1,8,9,8,8,8,7,8,6,2
232,19,1,38,2,9,20,4,12,14,207,0,-0.33,1,23,2,17.31,13.46,17.31,19.23,19.23,13.46,0,4,6,6,4,4,4,3,8,2,31,13,7,9,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,4,17.78,17.78,17.78,17.78,13.33,15.56,19.15,17.02,17.02,17.02,14.89,14.89,8,8,8,8,6,1,8,7,7,8,8,7,7,5,2
232,19,1,38,2,9,20,15,3,15,208,0,0.53,0,25,1,11.54,13.46,19.23,19.23,19.23,17.31,0,5,9,9,7,8,7,6,5,2,31,13,7,9,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,4,17.78,17.78,17.78,17.78,13.33,15.56,19.15,17.02,17.02,17.02,14.89,14.89,8,8,8,8,6,1,7,7,8,8,8,6,6,4,2
232,19,1,38,2,9,20,7,15,18,211,0,-0.28,1,28,2,16.36,16.36,18.18,18.18,16.36,14.55,0,5,10,10,10,9,9,7,7,1,31,13,7,9,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,4,17.78,17.78,17.78,17.78,13.33,15.56,19.15,17.02,17.02,17.02,14.89,14.89,8,8,8,8,6,1,9,8,8,7,8,7,6,3,1
232,19,1,38,2,9,20,10,18,19,212,0,0.38,0,27,3,14.29,18.37,18.37,16.33,18.37,14.29,0,6,6,7,6,6,6,6,6,2,31,13,7,9,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,4,17.78,17.78,17.78,17.78,13.33,15.56,19.15,17.02,17.02,17.02,14.89,14.89,8,8,8,8,6,1,10,9,9,10,8,7,8,5,2
232,19,1,38,2,9,20,8,16,20,213,0,0.14,0,25,3,15.52,17.24,17.24,17.24,17.24,15.52,0,6,7,7,7,7,7,7,6,2,31,13,7,9,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,4,17.78,17.78,17.78,17.78,13.33,15.56,19.15,17.02,17.02,17.02,14.89,14.89,8,8,8,8,6,1,8,9,9,9,8,8,8,6,2
234,1,0,1,1,10,9,8,4,2,244,0,0.46,0,28,2,20,20,20,10,10,20,0,6,8,9,8,9,3,3,2,2,22,3,5,2,5,3,10,10,9,5,2,1,4,9,5,6,5,5,9,7,4,5,20,20,20,10,10,20,75,1,1,3,10,10,7,7,8,8,10,1,7,8,8,7,9,5,7,4,0
234,1,0,1,1,10,9,8,3,6,248,0,0.23,1,27,6,25,15,20,20,15,5,0,5,7,8,6,7,3,7,4,2,22,3,5,2,5,3,10,10,9,5,2,1,4,9,5,6,5,5,9,7,4,5,20,20,20,10,10,20,75,1,1,3,10,10,7,7,8,8,10,0,5,6,6,8,6,2,6,3,0
234,1,0,1,1,10,9,8,5,7,249,0,0.3,1,33,6,22,22,15,15,5,21,1,9,9,8,9,7,9,9,8,2,22,3,5,2,5,3,10,10,9,5,2,1,4,9,5,6,5,5,9,7,4,5,20,20,20,10,10,20,75,1,1,3,10,10,7,7,8,8,10,0,4,8,7,8,9,8,7,5,0
234,1,0,1,1,10,9,8,1,8,250,0,0.66,1,25,6,20,20,20,20,10,10,0,5,10,6,7,7,4,5,6,2,22,3,5,2,5,3,10,10,9,5,2,1,4,9,5,6,5,5,9,7,4,5,20,20,20,10,10,20,75,1,1,3,10,10,7,7,8,8,10,1,7,5,8,5,8,7,5,3,0
